comment,label,rate
nhưng góp ý  cửa hàng  nên đổi nhà vận chuyển đi ,NEG,2
chất kem loãng ,NEG,2
thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,4
áo cũng đẹp chỉ là hơi bé chút ,POS,4
giao sai màu  sai kích cỡ  liên hệ mấy ngày kêu mua lại rồi im re làm thinh  lớn rồi mà buôn bán kì cục quá    ,NEG,1
chu  cửa hàng  an can de thg con  chất  luong rat tốt y hinh rat de thg ,POS,4
thơm nhưng hoa hồng mùi thơm hơn ,POS,4
đường may đẹp ,POS,5
áo xinh  vừa vặn luôn  chất vải khó dão  có điều hơi nóng xíu  negative  ,POS,4
chất lượng sản phẩm tạm được không đáng tiền ,NEU,3
giao hàng nhanh  cửa hàng  vui vẻ ,NEU,3
chất lượng sản phẩm tốt giá cả chấp nhận được thời gian giao hàng nhanh ,POS,5
son chỉ cần lau là đi hết ,NEU,3
mua cái này với cái  áo khoác len   quả  ng châu trung niên   cùng giá tiền  mà cái kia đẹp hơn nhiều ,NEU,3
thái độ của  cửa hàng  rat tốt  tư vấn đầy đủ cho khách  ,POS,5
áo rất đẹp luôn ,POS,5
khăn mềm nhưng kích thước nhỏ hơn mô tả ,NEG,2
màu giống hình  giao hàng chậm ,POS,4
sửa xuống lai sợ không đẹp như quần cũ ,NEU,3
chất lượng sản phẩm tuyệt vời rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt ,POS,5
lỗi đường chỉ may ,NEU,3
bán hàng thì không tư vấn hỏi khách mặc  cỡ  gì  giao hàng bừa giao hàng đại ,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn ,NEU,3
 cửa hàng  giao nhầm  cỡ  áo kẻ nhưng không sao  áo chất đẹp lắm ạ ,POS,4
k thì coi như mất xèg nhu  negative  negative  ,NEU,3
quan rat  đẹp  va day dan chi tiec la dinh ben hong quan bi loi rot dinh nen không  được  ok lam ,POS,4
sản phẩm chất lượng  ,POS,4
với số tiền  thì không thể đòi hỏi cao được  ,NEU,3
giao hàng lâu ,NEG,2
ưng lắm ah ,POS,4
áo lần này đểu không phải trắng mà ngả vàng nều khách nào đặt  lần thì lần sau chạy mất dép làm ăn có tâm  tý ,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh  ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh ,POS,4
từ bình tân giao hàng qua bình chánh mà tính phí ntn nè mọi người ,NEU,3
chất lượng sản phẩm tuyệt vời san phẩm tốt va nhe ,POS,5
nhắn  cửa hàng  không lấy đá lọc thay bằng  dây ok rồi cho  dây thế thà lấy đá lọc cho xong ,NEG,1
áo như ảnh  mỗi áo được đựng trong túi zip  gói đẹp và cẩn thận ,POS,4
hàng rất đẹp   chất liệu tốt rất dày  positive  positive  positive  ,POS,5
thời gian giao hàng rất nhanh ,POS,4
lần sau nên cẩn thận hơn ,NEU,3
ok lắm nhé ,POS,4
áo bị lỗi mong  cửa hàng  kiểm tra lại kĩ hơn ,NEG,2
túi đẹp  chất da đẹp ,POS,4
chất lượng sản phẩm tuyệt vời  ,POS,5
shiper dễ thương và nhiệt tình ,POS,5
áo cho trẻ em mặc thì vừa ,NEG,2
áo rất rất rất đẹp ,POS,4
áo tuyệt đẹp  cửa hàng  ạ ,POS,5
lầm  mua của  cửa hàng   ,POS,4
chất lượng sản phẩm kém ,NEG,1
ta nói trước khi mua đắn đo dữ lắm mới dám đặt hàng  đặt rồi thì cứ mong chờ miết ấy  positive  đến khi nhận được hàng rồi thì ưng gì đâu á  đúng là không uổng tiền mà  positive  chắc chắn sẽ ủng hộ  cửa hàng  dài dài ,POS,5
áo chất lượng hợp với giá tiền phom rộng chút nữa thì mặc sẽ rất đẹp ,POS,5
 áo len ngắn tay thì đẹp áo dài tay cũng đẹp nhưng màu rêu ra màu ghê quá ,POS,4
màu nhạt hơn ảnh chút ,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh     ,POS,5
chất lượng tốt ,POS,5
rất đẹp ,POS,5
ko dày quá cũng không mỏng quá ,POS,4
giống hình ,POS,5
hy vọng giặt đi sẽ hết mùi ,NEG,2
chất liệu và form dáng rất đẹp ,POS,5
nên mua ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt  cửa hàng  phục vụ rất tốt  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền ,POS,4
hàng chính hãng dgw   cửa hàng  phuc vu ok ,POS,5
còi nhỏ quá mà không xa ,NEU,3
 cửa hàng  tư vấn nhiệt tình  đai đẹp chắc chắn  hơn cả kỷ vọng  sẽ mua tiếp khi hạ  cỡ  ,POS,5
áo được nhưng sao hình màu đen ,NEU,3
chất lượng vải  kiểu dáng ok ,NEU,3
k đúng mẫu ,NEG,1
thấy mùi thơm  êm ,POS,5
hợp với giá tiền ,POS,5
giày đẹp  y hình  giao hành nhanh ,POS,4
dễ mấy kháh lắm ,NEG,1
áo hơi nhỏ ,NEG,2
chất lượng sản phẩm tuyệt vời ,POS,5
chất vải đẹp nhưng dáng váy hơi rộng ,POS,4
áo dễ thương  nhưng cổ không giống hình ,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh ,POS,5
gậy này đặt dọc điện thoại được  cho    ,POS,5
 cửa hàng  phục vụ rất tốt chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền khách hàng rất hài lòng ,POS,5
áo đẹp nhé ,POS,5
e đặt màu cam nhưng  cửa hàng  giao màu vàng  nhưng vẫn ok ạ ,POS,4
đóng gói sản phẩm rất đẹp luôn ,POS,5
thời gian giao hàng rất nhanh ,POS,5
nhưng chất vải mềm ok ,POS,5
màu bạc rất sáng  lấp lánh hơn màu hồng ,POS,4
giá cả chấp nhận được không giống hình và chất liệu với giá tạm ổn ,NEU,3
chất vải đẹp ,POS,4
nhưng  cửa hàng  phục vụ tốt ,POS,4
áo mỏng  thun dãn  phù hợp giá tiền ,POS,4
chất lượng sản phẩm giống như  cửa hàng  đã nêu ,POS,5
hàng chất lượng ,POS,4
lấy không đúng màu vậy  cửa hàng  ,NEG,2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm rất kém chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời ,POS,5
bọn lừa đảo tao mua quần tặng vợ mà lai gửi cho tao cái quần rách đã thế còn không cho xem sản phẩm trước mất tiền mà vẫn bị vợ mắng cho làm ăn thất đức quá ,NEG,1
mình nhận được hàng nhưng hàng bị may lỗi  đề nghị  cửa hàng  đổi lại cho mình ,NEG,2
tưởng rộng lắm  ai dè không như mình nghĩ ,NEU,3
nhưng mình không hài lòng với cách đóng gói  sản phẩm   ,NEU,3
tạm tạm  cũng đáng tiền ,POS,4
rất đáng tiền  hợp lí ,POS,5
hàng y hình ,POS,4
tạm được ,POS,4
hàng chuẩn hình  mặt nạ ôm sát khá dày dặn nhiều dưỡng chất nhưng mình không thấy rõ mùi trà xanh lắm ,POS,4
áo mỏng cực kì ,NEG,2
hang không đẹp không mình gì n ,NEG,1
chất lượng sản phẩm tuyệt vời  sẽ mua hàng thêm mong  cửa hàng  luôn mang đến cho khách hàng những sản phẩm đẹp  ,POS,5
hàng đẹp mua  cái ưng hết  mọi người yên tâm  nhưng phom thì hơi nhỏ  ai to người thì nhắn tin để tu vấn nha ,POS,5
chất lượng sản phẩm tuyệt vời  anh chủ tiệm hướng dẫn tận tình  đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh  đug như đã ns giao trước  ngày ,POS,5
giao hàng lại nhanh  vừa mua xong là em mình đã xí phần ,POS,5
thời gian giao hàng rất nhanh nhưng túi lọc rác máy giặt thì chẳng thấy lọc được cái  gì  cả không thấy hiệu   quả   như  cửa hàng  giới thiệu ,NEG,2
mình  không mặc vừa ,POS,5
so với giá thành thì sản phẩm rất ok ,POS,4
đéo có hộp    ,NEG,1
sản phẩm quá quá tuyệt vời ,POS,5
chất lượng áo màu đen khá tốt  rất dày dặn  thích hợp mặc những ngày đầu đông ,POS,4
anh shiper đẹp trai dthw  positive  ,POS,4
hàng đẹp  nhưng from hơi nhỏ  mọi người mua nhớ trừ hao   cỡ  ,POS,4
đóng gói sản phẩm chắc chắn chất lượng sản phẩm tốt ,POS,4
quần đẹp ,POS,4
 cửa hàng  siêu siêu chiều khách ,POS,5
chủ  cửa hàng  thân thiện  positive  positive  positive  positive  ,POS,4
chất vải đẹp   mềm   mặc rất thoải mái  giao hàng nhanh  c chủ dễ thương  positive  ,POS,5
chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt ,POS,5
vải hơi mỏng   y hình đóng gói sản phẩm chắc chắn phù hợp giá tiền giao hang nhanh ,POS,4
chất lượng phù hợp giá cả ,POS,4
áo bị rách tay chất lượng sản phẩm rất kém ,NEG,1
chất liệu vải khá tốt và mặt rất mát ,POS,4
giá thành lại rất hợp lý ,POS,5
áo xinh lắm luôn  positive  ,POS,4
áo đẹp  giao nhanh có điều lấy  cỡ  nhỏ nhất nhưng vẫn rộng ,POS,4
hình ảnh có hộp nhưng lúc gửi thì không có trong hộp  nhắn tin hỏi  cửa hàng  thì trả lời loại này không có  mình chụp ảnh phần   quả  ng cáo của  cửa hàng  có hộp thì im lặng  không nhắn tin nữa  chỉ có màu đen nhìn còn mới  các màu khác nhìn cứ cũ cũ ý  negative  ,POS,5
chất lượng sản phẩm được nhưng chất vải hơi cứng ,NEU,3
áo đẹp đúng mẫu gói hàng kỹ ,POS,5
rẻ  ổn  mặc vừa ,POS,5
áo đẹp   siêu  dễ thương  ,POS,5
giày  thì như đồ bỏ ,NEG,1
áo bị rách đường chỉ ở bên nách trái  đoạn dài hàng hơn   mong  cửa hàng  lần gói hàng nên kiểm tra kỹ hơn ,NEG,2
thời gian giao hàng rất nhanh  dong goi chua ky nen do ra ngoai ,NEG,1
chất lượng sản phẩm tuyệt vời    ,POS,5
chưa bao giờ mua  được  cái áo chất lượng mà với cái giá như này nên lần đầu tiên trong suốt mấy năm mua hàng  cửa hàng e phải chụp ảnh   fedback   như này  positive  ,POS,5
cám ơn  cửa hàng  nhiều nhiều   positive  ,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền  cửa hàng  phục vụ rất tốt ,POS,5
rất vừa ý đẹp ,POS,5
 cửa hàng  không thấy đổi trả hàng là phiền phức chứ tui thì phiền chết đi  được  ,NEG,1
thực sự quá thất vọng ,NEG,1
mình nhận được đồ rồi ,NEU,3
hàng bao đẹp bao tốt luôn nha mọi người positive  positive  positive  positive  ,POS,5
mình thích lắm  positive  ,POS,5
form chuẩn  vải khá ổn ,POS,4
bé rất yêu ,POS,5
chất vải đẹp ,POS,5
cám ơn  cửa hàng  nha ,POS,5
mình thấy rất ưng ,POS,5
chất thì cg  được  ,NEU,3
chất liệu mịn  mát  lớp áo khá dày  nhưng mặc lâu chắc sẽ đổ lông  giống hình ,NEU,3
sản phẩm hơi rộng so với người  không và  như mình  ,POS,4
dúm vải ,NEG,1
đúng form  vải ok nhưng hơi mỏng  với giá này thì ok   positive  ,POS,4
có cái hôi mùi tẩy quá giặt   lần vẫn còn mùi ,NEG,2
nhiều nhũ  lấp lánh  màu lên ưng ạ ,NEU,3
sáp không có tác dụng mấy ,NEG,2
áo vải đẹp cảm ơn chị chủ  cửa hàng  ạ ,POS,5
mình mặc bị cộc ,NEU,3
rất đáng tiền chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh ,POS,5
rất đáng tiền ,POS,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền rất đáng tiền nhanh thời gian giao hàng rất nhanh ,POS,5
quần đẹp nhưng bạn nào mua nhớ nhảy  cỡ lên e  không mà mặc cỡ xl vừa in luôn không cần rút day dự là sắp mua them cai mới hi ,POS,4
hài lòng ,POS,4
nhưng  cửa hàng  giao hàng còn chưa chính xác  cỡ  lắm ,NEU,3
chất lượng sản phẩm tuyệt vời găng tay đẹp cơ mà mùi nhựa quá ạ ,POS,5
 sản phẩm  do wua ,NEG,1
còn chất lượng thì chưa biết ,NEU,3
rất đáng tiền ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
kiểu dáng trễ vai khá đẹp ,NEU,3
son màu chuẩn giống hình ,POS,5
giày đẹp lắm ạ  positive   cửa hàng  phục vụ rất tốt rất đáng tiền ,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
như màu cháo lòng chứ không phải trắng ,NEG,1
thời gian giao hàng nhanh ,POS,5
có nguyên cọng tóc bên trong túi đựng quần  negative  ,NEG,1
hợp với giá tiền ,POS,4
gio đẹp y h gì nh ,POS,5
có điều em lỡ mua  cỡ  to quá nên tốn tiền bóp ,NEG,2
lên môi mượt ,NEU,3
cám ơn quà nhỏ xinh của  cửa hàng    ,POS,5
tuyệt vời  miễn chê ,POS,5
quần đẹp dày mịn chim ưng mà không mặc vừa cỡ này hơi chật hix ,POS,5
 cửa hàng  phục vụ rất chu đáo ,POS,5
làm ăn mất uy tín    không phải tiền ak ,NEG,1
mình cao  mặc vừa tới rún  d ,NEU,3
đệm mỏng nhưng cũng ôm và đẩy ngực ,POS,4
mặc áo trắng vào đúng là  positive  lộ eo bánh mì ,POS,5
k giống như như cây mình mua ở ngoài ,NEG,2
tạm  được  thôi ,NEG,2
có giảm nhưng uống vào người rất mệt và buồn nôn ,NEU,3
hàng  lớp ,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn  giao hàng hàng nhanh  xem uống như thế nào sẽ ủng hộ  cửa hàng  tiếp  positive  ,POS,4
chất lượng sản phẩm tuyệt vời   cửa hàng  rất nhiệt tình và thân thiện ,POS,5
thái độ của  cửa hàng  không thích   kẹp mua không kẹp  được  chút tóc nào luôn  kem trị sẹo bảo tiếng nga hết  lấy về  nửa tiếng nga  nửa tiếng anh  cửa hàng  phục vụ rất kém rất không đáng tiền chất lượng sản phẩm rất kém ,NEG,1
tặng  cửa hàng     ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,5
 cửa hàng  làm ăn lua đao gioa hang không co tem mac và bọc  quanaf rach  phan ngang ong quần và may co khoan cach giưa chô rach như v sho không hô trợ khach hang nhắn tin không trả lời cho tơi khi t kien  cửa hàng e oa  ng  cửa hàng  trả lời nh không b gì không lỗi   toi không hoan hang trả tiên gi nưa hêt  đo cho  cửa hàng  cái hậu   ,NEG,1
xấu thẩm tệ thậm tệ và không đáng bằng đấy tiền mình ,NEG,1
áo không giống ảnh lắm thật sự là thất vọng ,NEG,1
dù lúc đầu em nghĩ bận frestyle sẽ rất rộng nhưng bận dô khá là là đẹp luôn  positive  ,POS,4
chất lượng ok nhưng mình đặt áo màu đỏ giao cho mình màu đen mất rồi ,NEU,3
chất lượng sản phẩm tốt đáng đồng tiền ,POS,5
áo giặt ra màu ,NEG,2
 cửa hàng  giao hàng nhanh  nhưng vc thì chậm  có thể do tuyến vc ,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
nơ cũng không giống hình ,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,4
